Force (N)	Position (mm)	Stress (MPa)	Strain (%)	Time (min)
27.5	67.8	1.81	203	13.6
27.5	67.9	1.81	203	13.6
28.0	67.9	1.84	203	13.6
27.5	67.9	1.81	203	13.6
27.5	68.0	1.81	203	13.6
27.5	68.0	1.81	203	13.6
27.5	68.0	1.81	203	13.6
27.5	68.1	1.81	203	13.6
28.1	68.1	1.85	204	13.6
28.3	68.1	1.86	204	13.6
27.5	68.1	1.81	204	13.6
27.5	68.2	1.81	204	13.6
28.3	68.2	1.86	204	13.6
27.7	68.2	1.82	204	13.7
28.3	68.3	1.86	204	13.7
27.5	68.3	1.81	204	13.7
27.5	68.3	1.81	204	13.7
27.5	68.4	1.81	204	13.7
28.3	68.4	1.86	204	13.7
28.3	68.4	1.86	205	13.7
28.3	68.5	1.86	205	13.7
28.3	68.5	1.86	205	13.7
27.5	68.5	1.81	205	13.7
28.3	68.5	1.86	205	13.7
27.5	68.6	1.81	205	13.7
28.3	68.6	1.86	205	13.7
28.3	68.6	1.86	205	13.7
28.3	68.7	1.86	205	13.7
28.3	68.7	1.86	205	13.7
28.3	68.7	1.86	205	13.8
28.3	68.8	1.86	206	13.8
28.3	68.8	1.86	206	13.8
28.3	68.8	1.86	206	13.8
28.3	68.9	1.86	206	13.8
28.3	68.9	1.86	206	13.8
28.3	68.9	1.86	206	13.8
28.3	68.9	1.86	206	13.8
28.3	69.0	1.86	206	13.8
28.3	69.0	1.86	206	13.8
28.3	69.0	1.86	206	13.8
28.3	69.1	1.86	206	13.8
28.3	69.1	1.86	207	13.8
28.3	69.1	1.86	207	13.8
28.3	69.2	1.86	207	13.8
28.3	69.2	1.86	207	13.8
28.3	69.2	1.86	207	13.8
28.3	69.3	1.86	207	13.9
28.3	69.3	1.86	207	13.9
28.3	69.3	1.86	207	13.9
28.3	69.3	1.86	207	13.9
28.3	69.4	1.86	207	13.9
28.3	69.4	1.86	208	13.9
28.3	69.4	1.86	208	13.9
28.3	69.5	1.86	208	13.9
28.3	69.5	1.86	208	13.9
28.3	69.5	1.86	208	13.9
28.3	69.6	1.86	208	13.9
28.3	69.6	1.86	208	13.9
28.3	69.6	1.86	208	13.9
28.3	69.7	1.86	208	13.9
28.3	69.7	1.86	208	13.9
28.3	69.7	1.86	208	13.9
28.3	69.7	1.86	209	14.0
28.3	69.8	1.86	209	14.0
28.3	69.8	1.86	209	14.0
28.3	69.8	1.86	209	14.0
28.3	69.9	1.86	209	14.0
28.3	69.9	1.86	209	14.0
28.3	69.9	1.86	209	14.0
28.3	70.0	1.86	209	14.0
28.3	70.0	1.86	209	14.0
28.3	70.0	1.86	209	14.0
28.3	70.1	1.86	209	14.0
29.2	70.1	1.92	210	14.0
29.2	70.1	1.92	210	14.0
28.3	70.1	1.86	210	14.0
28.3	70.2	1.86	210	14.0
28.3	70.2	1.86	210	14.0
29.2	70.2	1.92	210	14.1
28.3	70.3	1.86	210	14.1
28.3	70.3	1.86	210	14.1
28.3	70.3	1.86	210	14.1
28.3	70.4	1.86	210	14.1
28.3	70.4	1.86	210	14.1
29.2	70.4	1.92	211	14.1
29.2	70.5	1.92	211	14.1
28.3	70.5	1.86	211	14.1
28.3	70.5	1.86	211	14.1
29.1	70.5	1.91	211	14.1
28.3	70.6	1.86	211	14.1
28.3	70.6	1.86	211	14.1
29.2	70.6	1.92	211	14.1
29.2	70.7	1.92	211	14.1
29.2	70.7	1.92	211	14.1
28.3	70.7	1.86	211	14.2
29.2	70.8	1.92	212	14.2
28.3	70.8	1.86	212	14.2
28.3	70.8	1.86	212	14.2
29.2	70.9	1.92	212	14.2
28.3	70.9	1.86	212	14.2
29.2	70.9	1.92	212	14.2
28.3	70.9	1.86	212	14.2
29.2	71.0	1.92	212	14.2
29.2	71.0	1.92	212	14.2
28.4	71.0	1.87	212	14.2
29.2	71.1	1.92	212	14.2
29.2	71.1	1.92	213	14.2
29.2	71.1	1.92	213	14.2
29.2	71.2	1.92	213	14.2
29.2	71.2	1.92	213	14.2
29.2	71.2	1.92	213	14.2
29.2	71.3	1.92	213	14.3
29.2	71.3	1.92	213	14.3
29.2	71.3	1.92	213	14.3
28.3	71.3	1.86	213	14.3
29.2	71.4	1.92	213	14.3
29.2	71.4	1.92	213	14.3
29.2	71.4	1.92	214	14.3
29.2	71.5	1.92	214	14.3
29.2	71.5	1.92	214	14.3
29.2	71.5	1.92	214	14.3
29.2	71.6	1.92	214	14.3
29.2	71.6	1.92	214	14.3
29.2	71.6	1.92	214	14.3
29.2	71.7	1.92	214	14.3
29.2	71.7	1.92	214	14.3
29.2	71.7	1.92	214	14.3
29.2	71.7	1.92	214	14.4
29.2	71.8	1.92	215	14.4
29.2	71.8	1.92	215	14.4
29.2	71.8	1.92	215	14.4
29.2	71.9	1.92	215	14.4
29.2	71.9	1.92	215	14.4
29.2	71.9	1.92	215	14.4
29.2	72.0	1.92	215	14.4
29.2	72.0	1.92	215	14.4
29.2	72.0	1.92	215	14.4
29.2	72.1	1.92	215	14.4
29.2	72.1	1.92	216	14.4
29.2	72.1	1.92	216	14.4
29.2	72.1	1.92	216	14.4
29.2	72.2	1.92	216	14.4
29.2	72.2	1.92	216	14.4
29.2	72.2	1.92	216	14.5
29.2	72.3	1.92	216	14.5
29.2	72.3	1.92	216	14.5
29.2	72.3	1.92	216	14.5
29.2	72.4	1.92	216	14.5
29.2	72.4	1.92	216	14.5
29.2	72.4	1.92	217	14.5
29.2	72.5	1.92	217	14.5
29.2	72.5	1.92	217	14.5
29.2	72.5	1.92	217	14.5
29.5	72.6	1.94	217	14.5
29.2	72.6	1.92	217	14.5
29.2	72.6	1.92	217	14.5
30.0	72.6	1.97	217	14.5
29.2	72.7	1.92	217	14.5
29.2	72.7	1.92	217	14.5
30.0	72.7	1.97	217	14.6
30.0	72.8	1.97	218	14.6
30.0	72.8	1.97	218	14.6
29.2	72.8	1.92	218	14.6
30.0	72.9	1.97	218	14.6
29.2	72.9	1.92	218	14.6
29.2	72.9	1.92	218	14.6
30.0	73.0	1.97	218	14.6
30.0	73.0	1.97	218	14.6
30.0	73.0	1.97	218	14.6
30.0	73.0	1.97	218	14.6
29.6	73.1	1.95	218	14.6
30.0	73.1	1.97	219	14.6
30.0	73.1	1.97	219	14.6
29.2	73.2	1.92	219	14.6
29.2	73.2	1.92	219	14.6
29.2	73.2	1.92	219	14.6
29.2	73.3	1.92	219	14.7
29.2	73.3	1.92	219	14.7
29.2	73.3	1.92	219	14.7
29.2	73.4	1.92	219	14.7
29.5	73.4	1.94	219	14.7
29.2	73.4	1.92	219	14.7
29.3	73.4	1.93	220	14.7
30.0	73.5	1.97	220	14.7
30.0	73.5	1.97	220	14.7
30.0	73.5	1.97	220	14.7
29.2	73.6	1.92	220	14.7
30.0	73.6	1.97	220	14.7
30.0	73.6	1.97	220	14.7
30.0	73.7	1.97	220	14.7
30.0	73.7	1.97	220	14.7
30.0	73.7	1.97	220	14.7
30.0	73.8	1.97	220	14.8
30.0	73.8	1.97	221	14.8
30.0	73.8	1.97	221	14.8
30.0	73.8	1.97	221	14.8
30.0	73.9	1.97	221	14.8
30.0	73.9	1.97	221	14.8
30.0	73.9	1.97	221	14.8
30.0	74.0	1.97	221	14.8
30.0	74.0	1.97	221	14.8
30.0	74.0	1.97	221	14.8
30.0	74.1	1.97	221	14.8
30.0	74.1	1.97	221	14.8
30.0	74.1	1.97	222	14.8
30.0	74.2	1.97	222	14.8
30.0	74.2	1.97	222	14.8
30.0	74.2	1.97	222	14.8
30.0	74.2	1.97	222	14.9
30.0	74.3	1.97	222	14.9
30.0	74.3	1.97	222	14.9
30.0	74.3	1.97	222	14.9
30.0	74.4	1.97	222	14.9
30.0	74.4	1.97	222	14.9
30.0	74.4	1.97	223	14.9
30.0	74.5	1.97	223	14.9
30.0	74.5	1.97	223	14.9
30.0	74.5	1.97	223	14.9
30.0	74.6	1.97	223	14.9
30.0	74.6	1.97	223	14.9
30.0	74.6	1.97	223	14.9
30.0	74.6	1.97	223	14.9
30.0	74.7	1.97	223	14.9
30.0	74.7	1.97	223	14.9
30.0	74.7	1.97	223	15.0
30.0	74.8	1.97	224	15.0
30.0	74.8	1.97	224	15.0
30.0	74.8	1.97	224	15.0
30.0	74.9	1.97	224	15.0
30.0	74.9	1.97	224	15.0
30.0	74.9	1.97	224	15.0
30.0	75.0	1.97	224	15.0
30.0	75.0	1.97	224	15.0
30.0	75.0	1.97	224	15.0
30.0	75.0	1.97	224	15.0
30.0	75.1	1.97	224	15.0
30.0	75.1	1.97	225	15.0
30.0	75.1	1.97	225	15.0
30.0	75.2	1.97	225	15.0
30.0	75.2	1.97	225	15.0
30.2	75.2	1.99	225	15.1
30.0	75.3	1.97	225	15.1
30.0	75.3	1.97	225	15.1
30.0	75.3	1.97	225	15.1
30.4	75.4	2.00	225	15.1
30.8	75.4	2.03	225	15.1
30.0	75.4	1.97	225	15.1
30.0	75.4	1.97	226	15.1
30.0	75.5	1.97	226	15.1
30.0	75.5	1.97	226	15.1
30.0	75.5	1.97	226	15.1
30.0	75.6	1.97	226	15.1
30.0	75.6	1.97	226	15.1
30.0	75.6	1.97	226	15.1
30.0	75.7	1.97	226	15.1
30.8	75.7	2.03	226	15.1
30.8	75.7	2.03	226	15.1
30.8	75.8	2.03	226	15.2
30.7	75.8	2.02	227	15.2
30.0	75.8	1.97	227	15.2
30.4	75.8	2.00	227	15.2
30.0	75.9	1.97	227	15.2
30.0	75.9	1.97	227	15.2
30.8	75.9	2.03	227	15.2
30.0	76.0	1.97	227	15.2
30.8	76.0	2.03	227	15.2
30.3	76.0	1.99	227	15.2
30.8	76.1	2.03	227	15.2
30.8	76.1	2.03	227	15.2
30.8	76.1	2.03	228	15.2
30.8	76.2	2.03	228	15.2
30.8	76.2	2.03	228	15.2
30.7	76.2	2.02	228	15.2
30.8	76.2	2.03	228	15.3
30.0	76.3	1.97	228	15.3
30.8	76.3	2.03	228	15.3
30.0	76.3	1.97	228	15.3
30.8	76.4	2.03	228	15.3
30.8	76.4	2.03	228	15.3
30.8	76.4	2.03	228	15.3
30.8	76.5	2.03	229	15.3
30.8	76.5	2.03	229	15.3
30.8	76.5	2.03	229	15.3
30.8	76.6	2.03	229	15.3
30.8	76.6	2.03	229	15.3
30.8	76.6	2.03	229	15.3
30.8	76.6	2.03	229	15.3
30.8	76.7	2.03	229	15.3
30.8	76.7	2.03	229	15.3
30.8	76.7	2.03	229	15.4
30.8	76.8	2.03	230	15.4
30.8	76.8	2.03	230	15.4
30.6	76.8	2.01	230	15.4
30.8	76.9	2.03	230	15.4
30.8	76.9	2.03	230	15.4
30.8	76.9	2.03	230	15.4
30.8	77.0	2.03	230	15.4
30.0	77.0	1.98	230	15.4
30.8	77.0	2.03	230	15.4
30.8	77.0	2.03	230	15.4
30.8	77.1	2.03	230	15.4
30.8	77.1	2.03	231	15.4
30.8	77.1	2.03	231	15.4
30.8	77.2	2.03	231	15.4
30.8	77.2	2.03	231	15.4
30.8	77.2	2.03	231	15.5
30.8	77.3	2.03	231	15.5
30.8	77.3	2.03	231	15.5
30.8	77.3	2.03	231	15.5
30.8	77.4	2.03	231	15.5
30.8	77.4	2.03	231	15.5
30.8	77.4	2.03	231	15.5
30.8	77.4	2.03	232	15.5
30.8	77.5	2.03	232	15.5
30.8	77.5	2.03	232	15.5
30.8	77.5	2.03	232	15.5
30.8	77.6	2.03	232	15.5
30.8	77.6	2.03	232	15.5
30.8	77.6	2.03	232	15.5
30.8	77.7	2.03	232	15.5
30.8	77.7	2.03	232	15.5
30.8	77.7	2.03	232	15.5
30.8	77.8	2.03	232	15.6
30.8	77.8	2.03	233	15.6
30.8	77.8	2.03	233	15.6
30.8	77.8	2.03	233	15.6
30.8	77.9	2.03	233	15.6
30.8	77.9	2.03	233	15.6
30.8	77.9	2.03	233	15.6
30.8	78.0	2.03	233	15.6
31.5	78.0	2.07	233	15.6
30.8	78.0	2.03	233	15.6
30.8	78.1	2.03	233	15.6
30.8	78.1	2.03	233	15.6
30.8	78.1	2.03	234	15.6
31.5	78.2	2.07	234	15.6
30.8	78.2	2.03	234	15.6
30.8	78.2	2.03	234	15.6
30.8	78.2	2.03	234	15.7
31.7	78.3	2.08	234	15.7
30.8	78.3	2.03	234	15.7
30.8	78.3	2.03	234	15.7
31.6	78.4	2.08	234	15.7
30.8	78.4	2.03	234	15.7
30.8	78.4	2.03	234	15.7
30.8	78.5	2.03	235	15.7
31.7	78.5	2.08	235	15.7
30.8	78.5	2.03	235	15.7
31.7	78.6	2.08	235	15.7
30.8	78.6	2.03	235	15.7
31.7	78.6	2.08	235	15.7
31.7	78.6	2.08	235	15.7
30.8	78.7	2.03	235	15.7
31.7	78.7	2.08	235	15.7
30.8	78.7	2.03	235	15.8
30.8	78.8	2.03	235	15.8
31.7	78.8	2.08	236	15.8
31.1	78.8	2.05	236	15.8
30.8	78.9	2.03	236	15.8
30.8	78.9	2.03	236	15.8
31.2	78.9	2.06	236	15.8
30.8	79.0	2.03	236	15.8
31.6	79.0	2.08	236	15.8
31.7	79.0	2.08	236	15.8
31.0	79.0	2.04	236	15.8
30.8	79.1	2.03	236	15.8
31.7	79.1	2.08	237	15.8
31.7	79.1	2.08	237	15.8
31.7	79.2	2.08	237	15.8
31.7	79.2	2.08	237	15.8
31.7	79.2	2.08	237	15.9
31.7	79.3	2.08	237	15.9
31.7	79.3	2.08	237	15.9
31.7	79.3	2.08	237	15.9
31.7	79.4	2.08	237	15.9
31.7	79.4	2.08	237	15.9
31.7	79.4	2.08	237	15.9
31.7	79.4	2.08	238	15.9
31.7	79.5	2.08	238	15.9
31.7	79.5	2.08	238	15.9
31.7	79.5	2.08	238	15.9
31.7	79.6	2.08	238	15.9
31.7	79.6	2.08	238	15.9
31.7	79.6	2.08	238	15.9
31.7	79.7	2.08	238	15.9
31.7	79.7	2.08	238	15.9
31.7	79.7	2.08	238	15.9
31.7	79.8	2.08	238	16.0
31.7	79.8	2.08	239	16.0
31.7	79.8	2.08	239	16.0
31.7	79.8	2.08	239	16.0
31.7	79.9	2.08	239	16.0
31.7	79.9	2.08	239	16.0
31.7	79.9	2.08	239	16.0
31.7	80.0	2.08	239	16.0
31.7	80.0	2.08	239	16.0
31.7	80.0	2.08	239	16.0
31.7	80.1	2.08	239	16.0
31.7	80.1	2.08	239	16.0
31.7	80.1	2.08	240	16.0
31.7	80.2	2.08	240	16.0
31.7	80.2	2.08	240	16.0
31.7	80.2	2.08	240	16.0
31.7	80.3	2.08	240	16.1
32.4	80.3	2.13	240	16.1
31.7	80.3	2.08	240	16.1
31.7	80.3	2.08	240	16.1
31.7	80.4	2.08	240	16.1
31.7	80.4	2.08	240	16.1
31.7	80.4	2.08	240	16.1
31.7	80.5	2.08	241	16.1
31.7	80.5	2.08	241	16.1
31.7	80.5	2.08	241	16.1
31.7	80.6	2.08	241	16.1
31.7	80.6	2.08	241	16.1
31.7	80.6	2.08	241	16.1
31.7	80.6	2.08	241	16.1
32.5	80.7	2.14	241	16.1
31.7	80.7	2.08	241	16.1
31.7	80.7	2.08	241	16.2
32.5	80.8	2.14	241	16.2
32.0	80.8	2.11	242	16.2
31.7	80.8	2.08	242	16.2
32.5	80.9	2.14	242	16.2
31.7	80.9	2.08	242	16.2
31.7	80.9	2.08	242	16.2
31.7	81.0	2.08	242	16.2
32.5	81.0	2.14	242	16.2
31.7	81.0	2.08	242	16.2
32.4	81.1	2.13	242	16.2
32.5	81.1	2.14	242	16.2
32.5	81.1	2.14	242	16.2
32.5	81.1	2.14	243	16.2
31.7	81.2	2.08	243	16.2
32.5	81.2	2.14	243	16.2
31.7	81.2	2.08	243	16.3
31.7	81.3	2.08	243	16.3
32.5	81.3	2.14	243	16.3
32.5	81.3	2.14	243	16.3
32.5	81.4	2.14	243	16.3
32.5	81.4	2.14	243	16.3
32.5	81.4	2.14	243	16.3
32.5	81.5	2.14	244	16.3
32.5	81.5	2.14	244	16.3
32.5	81.5	2.14	244	16.3
32.5	81.5	2.14	244	16.3
32.5	81.6	2.14	244	16.3
32.5	81.6	2.14	244	16.3
32.5	81.6	2.14	244	16.3
32.5	81.7	2.14	244	16.3
32.5	81.7	2.14	244	16.3
32.5	81.7	2.14	244	16.3
32.5	81.8	2.14	244	16.4
32.5	81.8	2.14	245	16.4
32.5	81.8	2.14	245	16.4
32.5	81.9	2.14	245	16.4
32.5	81.9	2.14	245	16.4
32.5	81.9	2.14	245	16.4
32.5	81.9	2.14	245	16.4
32.5	82.0	2.14	245	16.4
32.5	82.0	2.14	245	16.4
32.5	82.0	2.14	245	16.4
32.5	82.1	2.14	245	16.4
32.5	82.1	2.14	245	16.4
32.5	82.1	2.14	246	16.4
32.5	82.2	2.14	246	16.4
32.5	82.2	2.14	246	16.4
32.5	82.2	2.14	246	16.4
32.5	82.3	2.14	246	16.5
32.5	82.3	2.14	246	16.5
32.5	82.3	2.14	246	16.5
32.5	82.3	2.14	246	16.5
32.5	82.4	2.14	246	16.5
33.0	82.4	2.17	246	16.5
33.3	82.4	2.19	246	16.5
32.5	82.5	2.14	247	16.5
32.5	82.5	2.14	247	16.5
32.5	82.5	2.14	247	16.5
32.5	82.6	2.14	247	16.5
32.5	82.6	2.14	247	16.5
32.5	82.6	2.14	247	16.5
32.5	82.7	2.14	247	16.5
32.5	82.7	2.14	247	16.5
32.5	82.7	2.14	247	16.5
32.5	82.7	2.14	247	16.6
32.5	82.8	2.14	247	16.6
32.5	82.8	2.14	248	16.6
32.5	82.8	2.14	248	16.6
32.5	82.9	2.14	248	16.6
32.5	82.9	2.14	248	16.6
32.5	82.9	2.14	248	16.6
32.5	83.0	2.14	248	16.6
32.5	83.0	2.14	248	16.6
32.5	83.0	2.14	248	16.6
32.5	83.1	2.14	248	16.6
32.5	83.1	2.14	248	16.6
33.3	83.1	2.19	248	16.6
32.5	83.1	2.14	249	16.6
32.5	83.2	2.14	249	16.6
32.5	83.2	2.14	249	16.6
32.5	83.2	2.14	249	16.7
32.5	83.3	2.14	249	16.7
32.5	83.3	2.14	249	16.7
33.3	83.3	2.19	249	16.7
33.3	83.4	2.19	249	16.7
32.5	83.4	2.14	249	16.7
32.5	83.4	2.14	249	16.7
32.5	83.5	2.14	249	16.7
32.5	83.5	2.14	250	16.7
33.3	83.5	2.19	250	16.7
33.3	83.5	2.19	250	16.7
33.3	83.6	2.19	250	16.7
32.5	83.6	2.14	250	16.7
33.3	83.6	2.19	250	16.7
33.1	83.7	2.18	250	16.7
33.3	83.7	2.19	250	16.7
33.3	83.7	2.19	250	16.7
32.5	83.8	2.14	250	16.8
32.9	83.8	2.16	250	16.8
32.5	83.8	2.14	251	16.8
33.3	83.9	2.19	251	16.8
33.3	83.9	2.19	251	16.8
33.3	83.9	2.19	251	16.8
32.5	83.9	2.14	251	16.8
33.3	84.0	2.19	251	16.8
33.3	84.0	2.19	251	16.8
33.3	84.0	2.19	251	16.8
32.5	84.1	2.14	251	16.8
33.3	84.1	2.19	251	16.8
33.3	84.1	2.19	252	16.8
33.3	84.2	2.19	252	16.8
33.3	84.2	2.19	252	16.8
33.3	84.2	2.19	252	16.8
33.3	84.3	2.19	252	16.9
33.3	84.3	2.19	252	16.9
33.3	84.3	2.19	252	16.9
33.3	84.3	2.19	252	16.9
33.3	84.4	2.19	252	16.9
33.3	84.4	2.19	252	16.9
33.3	84.4	2.19	252	16.9
33.3	84.5	2.19	253	16.9
33.3	84.5	2.19	253	16.9
33.3	84.5	2.19	253	16.9
33.3	84.6	2.19	253	16.9
33.3	84.6	2.19	253	16.9
33.3	84.6	2.19	253	16.9
33.3	84.7	2.19	253	16.9
33.3	84.7	2.19	253	16.9
33.3	84.7	2.19	253	16.9
33.3	84.7	2.19	253	17.0
33.3	84.8	2.19	253	17.0
33.3	84.8	2.19	254	17.0
33.3	84.8	2.19	254	17.0
33.3	84.9	2.19	254	17.0
33.3	84.9	2.19	254	17.0
33.3	84.9	2.19	254	17.0
33.3	85.0	2.19	254	17.0
33.3	85.0	2.19	254	17.0
33.3	85.0	2.19	254	17.0
33.3	85.1	2.19	254	17.0
33.3	85.1	2.19	254	17.0
33.8	85.1	2.22	254	17.0
33.3	85.1	2.19	255	17.0
33.3	85.2	2.19	255	17.0
34.2	85.2	2.25	255	17.0
33.3	85.2	2.19	255	17.1
33.3	85.3	2.19	255	17.1
33.3	85.3	2.19	255	17.1
33.3	85.3	2.19	255	17.1
33.9	85.4	2.23	255	17.1
33.3	85.4	2.19	255	17.1
33.3	85.4	2.19	255	17.1
33.3	85.5	2.19	255	17.1
33.3	85.5	2.19	256	17.1
33.3	85.5	2.19	256	17.1
33.3	85.5	2.19	256	17.1
33.3	85.6	2.19	256	17.1
33.3	85.6	2.19	256	17.1
34.0	85.6	2.24	256	17.1
33.3	85.7	2.19	256	17.1
34.2	85.7	2.25	256	17.1
34.2	85.7	2.25	256	17.2
34.2	85.8	2.25	256	17.2
34.2	85.8	2.25	256	17.2
34.2	85.8	2.25	257	17.2
33.3	85.9	2.19	257	17.2
33.3	85.9	2.19	257	17.2
33.4	85.9	2.20	257	17.2
34.2	85.9	2.25	257	17.2
34.2	86.0	2.25	257	17.2
34.2	86.0	2.25	257	17.2
34.2	86.0	2.25	257	17.2
34.2	86.1	2.25	257	17.2
33.3	86.1	2.19	257	17.2
34.2	86.1	2.25	257	17.2
34.2	86.2	2.25	258	17.2
34.2	86.2	2.25	258	17.2
34.2	86.2	2.25	258	17.2
34.2	86.3	2.25	258	17.3
34.2	86.3	2.25	258	17.3
34.2	86.3	2.25	258	17.3
34.2	86.3	2.25	258	17.3
34.2	86.4	2.25	258	17.3
34.2	86.4	2.25	258	17.3
34.2	86.4	2.25	258	17.3
34.2	86.5	2.25	259	17.3
34.2	86.5	2.25	259	17.3
34.2	86.5	2.25	259	17.3
34.2	86.6	2.25	259	17.3
34.2	86.6	2.25	259	17.3
34.2	86.6	2.25	259	17.3
34.2	86.7	2.25	259	17.3
34.2	86.7	2.25	259	17.3
34.2	86.7	2.25	259	17.3
34.2	86.7	2.25	259	17.4
34.2	86.8	2.25	259	17.4
34.2	86.8	2.25	260	17.4
34.2	86.8	2.25	260	17.4
34.2	86.9	2.25	260	17.4
34.2	86.9	2.25	260	17.4
34.2	86.9	2.25	260	17.4
34.2	87.0	2.25	260	17.4
34.2	87.0	2.25	260	17.4
34.2	87.0	2.25	260	17.4
34.2	87.1	2.25	260	17.4
34.2	87.1	2.25	260	17.4
34.2	87.1	2.25	260	17.4
35.0	87.1	2.30	261	17.4
34.2	87.2	2.25	261	17.4
34.2	87.2	2.25	261	17.4
34.2	87.2	2.25	261	17.5
34.2	87.3	2.25	261	17.5
34.2	87.3	2.25	261	17.5
34.2	87.3	2.25	261	17.5
34.2	87.4	2.25	261	17.5
34.2	87.4	2.25	261	17.5
34.2	87.4	2.25	261	17.5
34.2	87.5	2.25	261	17.5
34.2	87.5	2.25	262	17.5
34.2	87.5	2.25	262	17.5
34.2	87.5	2.25	262	17.5
34.2	87.6	2.25	262	17.5
34.2	87.6	2.25	262	17.5
34.2	87.6	2.25	262	17.5
34.2	87.7	2.25	262	17.5
34.2	87.7	2.25	262	17.5
34.2	87.7	2.25	262	17.6
34.2	87.8	2.25	262	17.6
34.2	87.8	2.25	262	17.6
34.8	87.8	2.29	263	17.6
34.2	87.9	2.25	263	17.6
35.0	87.9	2.30	263	17.6
34.2	87.9	2.25	263	17.6
34.2	87.9	2.25	263	17.6
34.4	88.0	2.26	263	17.6
34.9	88.0	2.30	263	17.6
34.5	88.0	2.27	263	17.6
35.0	88.1	2.30	263	17.6
35.0	88.1	2.30	263	17.6
34.2	88.1	2.25	263	17.6
34.2	88.2	2.25	264	17.6
35.0	88.2	2.30	264	17.6
35.0	88.2	2.30	264	17.6
34.2	88.3	2.25	264	17.7
35.0	88.3	2.30	264	17.7
35.0	88.3	2.30	264	17.7
35.0	88.3	2.30	264	17.7
35.0	88.4	2.30	264	17.7
35.0	88.4	2.30	264	17.7
35.0	88.4	2.30	264	17.7
35.0	88.5	2.30	264	17.7
35.0	88.5	2.30	265	17.7
35.0	88.5	2.30	265	17.7
34.2	88.6	2.25	265	17.7
35.0	88.6	2.30	265	17.7
35.0	88.6	2.30	265	17.7
35.0	88.7	2.30	265	17.7
35.0	88.7	2.30	265	17.7
35.0	88.7	2.30	265	17.7
35.0	88.7	2.30	265	17.8
35.0	88.8	2.30	265	17.8
35.0	88.8	2.30	266	17.8
35.0	88.8	2.30	266	17.8
35.0	88.9	2.30	266	17.8
35.0	88.9	2.30	266	17.8
35.0	88.9	2.30	266	17.8
35.0	89.0	2.30	266	17.8
35.0	89.0	2.30	266	17.8
35.0	89.0	2.30	266	17.8
35.0	89.1	2.30	266	17.8
35.0	89.1	2.30	266	17.8
35.0	89.1	2.30	266	17.8
35.0	89.2	2.30	267	17.8
35.0	89.2	2.30	267	17.8
35.0	89.2	2.30	267	17.8
35.0	89.2	2.30	267	17.9
35.0	89.3	2.30	267	17.9
35.0	89.3	2.30	267	17.9
35.0	89.3	2.30	267	17.9
35.0	89.4	2.30	267	17.9
35.0	89.4	2.30	267	17.9
35.0	89.4	2.30	267	17.9
35.0	89.5	2.30	267	17.9
35.0	89.5	2.30	268	17.9
35.0	89.5	2.30	268	17.9
35.0	89.5	2.30	268	17.9
35.0	89.6	2.30	268	17.9
35.0	89.6	2.30	268	17.9
35.0	89.6	2.30	268	17.9
35.0	89.7	2.30	268	17.9
35.0	89.7	2.30	268	17.9
35.0	89.7	2.30	268	18.0
35.0	89.8	2.30	268	18.0
35.0	89.8	2.30	268	18.0
35.0	89.8	2.30	269	18.0
35.0	89.9	2.30	269	18.0
35.0	89.9	2.30	269	18.0
35.0	89.9	2.30	269	18.0
35.0	90.0	2.30	269	18.0
35.0	90.0	2.30	269	18.0
35.0	90.0	2.30	269	18.0
35.8	90.0	2.36	269	18.0
35.0	90.1	2.30	269	18.0
35.0	90.1	2.30	269	18.0
35.0	90.1	2.30	269	18.0
35.0	90.2	2.30	270	18.0
35.0	90.2	2.30	270	18.0
35.0	90.2	2.30	270	18.0
35.0	90.3	2.30	270	18.1
35.8	90.3	2.36	270	18.1
35.8	90.3	2.36	270	18.1
35.0	90.3	2.30	270	18.1
35.0	90.4	2.30	270	18.1
35.0	90.4	2.30	270	18.1
35.8	90.4	2.36	270	18.1
35.0	90.5	2.30	270	18.1
35.8	90.5	2.36	271	18.1
35.0	90.5	2.30	271	18.1
35.8	90.6	2.36	271	18.1
35.8	90.6	2.36	271	18.1
35.8	90.6	2.36	271	18.1
35.2	90.7	2.32	271	18.1
35.0	90.7	2.30	271	18.1
35.8	90.7	2.36	271	18.1
35.8	90.8	2.36	271	18.2
35.0	90.8	2.30	271	18.2
35.8	90.8	2.36	271	18.2
35.8	90.8	2.36	272	18.2
35.8	90.9	2.36	272	18.2
35.8	90.9	2.36	272	18.2
35.8	90.9	2.36	272	18.2
35.8	91.0	2.36	272	18.2
35.8	91.0	2.36	272	18.2
35.8	91.0	2.36	272	18.2
35.2	91.1	2.31	272	18.2
35.7	91.1	2.35	272	18.2
35.8	91.1	2.36	272	18.2
35.8	91.2	2.36	273	18.2
35.8	91.2	2.36	273	18.2
35.8	91.2	2.36	273	18.2
35.8	91.2	2.36	273	18.3
35.8	91.3	2.35	273	18.3
35.8	91.3	2.36	273	18.3
35.8	91.3	2.36	273	18.3
35.8	91.4	2.36	273	18.3
35.8	91.4	2.36	273	18.3
35.8	91.4	2.36	273	18.3
35.8	91.5	2.36	273	18.3
35.8	91.5	2.36	274	18.3
35.8	91.5	2.36	274	18.3
35.8	91.6	2.36	274	18.3
35.8	91.6	2.36	274	18.3
35.8	91.6	2.36	274	18.3
35.8	91.6	2.36	274	18.3
35.8	91.7	2.36	274	18.3
